chrNum	start	end	strand	circID	genomic.length	samples	gene.symbol	study.group.number
chr4	47886362	47892720	-	hsa_circ_21357	6358	H9 hESCs,normal brain tissue	NFXL1	2
chr4	47905209	47907363	-	hsa_circ_0008828	2154	Hs68_RNase, Hs68_control, H1hesc, Bj, Ag04450, Sknshra	NFXL1	2
chr4	48371865	48385801	+	hsa_circ_10409	13936	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,leukemia	SLAIN2	3
chr4	48686689	48712715	-	hsa_circ_10038	26026	H9 hESCs,normal brain tissue,glioblastoma,Hs68	FRYL	3
chr4	48844652	48859382	+	hsa_circ_20159	14730	H9 hESCs,normal brain tissue	OCIAD1	2
chr4	52729602	52744020	+	hsa_circ_09069	14418	H9 hESCs,normal brain tissue,glioblastoma,HEK293,cd_19,Hs68	DCUN1D4	4
chr4	52729602	52752804	+	hsa_circ_0007928	23202	Hs68_RNase, Hs68_control, K562, Bj, Ag04450, A549, Sknshra	DCUN1D4	2
chr4	52729602	52758017	+	hsa_circ_03523	28415	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	DCUN1D4	3
chr4	54011499	54011749	-	hsa_circ_0002000	250	Hs68_RNase, Hs68_control, K562, Hepg2, Gm12878, Bj	SCFD2	2
chr4	54249939	54256040	+	hsa_circ_08125	6101	H9 hESCs,normal brain tissue,cd_19,cd_34,Hs68	FIP1L1	4
chr4	54249939	54257665	+	hsa_circ_24461	7726	H9 hESCs,oligodendroma	FIP1L1	2
chr4	54249939	54266006	+	hsa_circ_0006805	16067	Hs68_RNase, Hs68_control, K562, A549	FIP1L1	2
chr4	54249939	54310270	+	hsa_circ_0002477	60331	Hs68_RNase, Hs68_control, K562, Hepg2, Gm12878, Bj, A549, Sknshra, Mcf7	FIP1L1	2
chr4	54265896	54294350	+	hsa_circ_20635	28454	H9 hESCs,normal brain tissue,oligodendroma,Hs68	FIP1L1	3
chr4	54280781	54294350	+	hsa_circ_18069	13569	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	FIP1L1	3
chr4	54280781	54310270	+	hsa_circ_11834	29489	H9 hESCs,normal brain tissue,cd_19	FIP1L1	3
chr4	54292038	54294350	+	hsa_circ_06576	2312	H9 hESCs,normal brain tissue,glioblastoma	FIP1L1	2
chr4	54292038	54310270	+	hsa_circ_0001413	18232	cd_19, Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Bj, Ag04450, A549, Nhek, Mcf7	FIP1L1	3
chr4	56277780	56284152	+	hsa_circ_28839	6372	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,cd_19,leukemia	TMEM165	4
chr4	56277780	56290810	+	hsa_circ_11316	13030	glioblastoma,leukemia	TMEM165	2
chr4	56342129	56376232	-	hsa_circ_04031	34103	H9 hESCs,normal brain tissue	CLOCK	2
chr4	56744082	56756552	+	hsa_circ_0003936	12470	Hs68_RNase, Hs68_control, K562, Gm12878, Bj	EXOC1	2
chr4	56877577	56878151	+	hsa_circ_32532	574	glioblastoma,Hs68,leukemia,leukocyte	CEP135	3
chr4	56883813	56885721	+	hsa_circ_24774	1908	glioblastoma,leukocyte	CEP135	2
chr4	57138486	57138658	+	hsa_circ_31449	172	H9 hESCs,normal brain tissue	KIAA1211	2
chr4	57871411	57871885	+	hsa_circ_09917	474	normal brain tissue,glioblastoma,Hs68	POLR2B	2
chr4	71628235	71634378	+	hsa_circ_29009	6143	H9 hESCs,normal brain tissue,Hs68	RUFY3	3
chr4	71816416	71824757	+	hsa_circ_19903	8341	H9 hESCs,normal brain tissue	MOB1B	2
chr4	71824590	71841003	+	hsa_circ_28923	16413	H9 hESCs,leukemia	MOB1B	2
chr4	73944358	73958017	-	hsa_circ_04835	13659	H9 hESCs,normal brain tissue,Hs68	ANKRD17	3
chr4	73950965	73958017	-	hsa_circ_13463	7052	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19	ANKRD17	3
chr4	73950965	73962989	-	hsa_circ_03620	12024	normal brain tissue,oligodendroma,Hs68	ANKRD17	2
chr4	73956383	73958017	-	hsa_circ_01636	1634	H9 hESCs,normal brain tissue,glioblastoma,Hs68	ANKRD17	3
chr4	73981537	73991029	-	hsa_circ_0004358	9492	Hs68_RNase, Hs68_control, K562, Hepg2, Sknshra	ANKRD17	2
chr4	73984404	73991029	-	hsa_circ_0004148	6625	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra	ANKRD17	2
chr4	73985878	73991029	-	hsa_circ_0002831	5151	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Ag04450, A549, Mcf7	ANKRD17	2
chr4	75040222	75067087	+	hsa_circ_22527	26865	normal brain tissue,glioblastoma,oligodendroma,leukemia	MTHFD2L	2
chr4	75040222	75091111	+	hsa_circ_17824	50889	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,leukemia	MTHFD2L	3
chr4	76573822	76581054	-	hsa_circ_0006977	7232	Hs68_RNase, Hs68_control, K562, Gm12878, Bj	G3BP2	2
chr4	76691591	76695949	+	hsa_circ_10185	4358	Hs68,leukocyte	USO1	2
chr4	76695828	76711950	+	hsa_circ_0006295	16122	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3	USO1	2
chr4	76711302	76711950	+	hsa_circ_02152	648	H9 hESCs,glioblastoma,Hs68	USO1	3
chr4	76725286	76726456	+	hsa_circ_27312	1170	normal brain tissue,Hs68	USO1	2
chr4	76902524	76903190	-	hsa_circ_0003534	666	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Nhek	SDAD1	2
chr4	77045801	77065626	-	hsa_circ_10364	19825	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	NUP54	2
chr4	77051808	77053872	-	hsa_circ_0005071	2064	Hs68_RNase, Hs68_control, K562	NUP54	2
chr4	77051808	77057565	-	hsa_circ_0008128	5757	Hs68_RNase, Hs68_control, K562, H1hesc, Gm12878, Ag04450	NUP54	2
chr4	77051808	77065626	-	hsa_circ_31978	13818	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	NUP54	2
chr4	77055327	77065626	-	hsa_circ_29866	10299	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	NUP54	2
chr4	77065301	77065626	-	hsa_circ_05467	325	H9 hESCs,normal brain tissue,glioblastoma	NUP54	2
chr4	77084377	77087454	-	hsa_circ_0004151	3077	Hs68_RNase, Hs68_control, H1hesc, Sknshra	SCARB2	2
chr4	77917577	77941823	+	hsa_circ_0006989	24246	Hs68_RNase, Hs68_control, K562, Helas3, Gm12878, Bj, Ag04450	11-Sep	2
chr4	77976302	77987558	-	hsa_circ_15412	11256	H9 hESCs,glioblastoma,Hs68	CCNI	3
chr4	78694234	78697546	-	hsa_circ_23943	3312	H9 hESCs,normal brain tissue,Hs68	CNOT6L	3
chr4	79158663	79166479	+	hsa_circ_16853	7816	H9 hESCs,normal brain tissue	FRAS1	2
chr4	79158663	79176529	+	hsa_circ_07462	17866	H9 hESCs,normal brain tissue	FRAS1	2
chr4	79186178	79188586	+	hsa_circ_13622	2408	H9 hESCs,normal brain tissue,oligodendroma	FRAS1	2
chr4	79747190	79754841	+	hsa_circ_0005031	7651	Hs68_RNase, Hs68_control, K562, H1hesc	BMP2K	2
chr4	83276456	83280792	-	hsa_circ_09586	4336	normal brain tissue,glioblastoma,cd_19	HNRNPD	2
chr4	83279811	83280792	-	hsa_circ_0004651	981	Hs68_RNase, Hs68_control, Sknshra	HNRNPD	2
chr4	83369072	83372398	+	hsa_circ_20288	3326	H9 hESCs,normal brain tissue	ENOPH1	2
chr4	83375874	83378191	+	hsa_circ_0003451	2317	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Gm12878, Ag04450, A549, Sknshra	ENOPH1	2
chr4	83787960	83788469	-	hsa_circ_18492	509	H9 hESCs,normal brain tissue,oligodendroma	SEC31A	2
chr4	83791477	83803093	-	hsa_circ_0006543	11616	Hs68_RNase, Hs68_control, Hsmm, Helas3, H1hesc, Gm12878, A549	SEC31A	2
chr4	83793096	83796975	-	hsa_circ_27215	3879	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	SEC31A	3
chr4	83795763	83796975	-	hsa_circ_0002671	1212	Hs68_RNase, Hs68_control, K562, Helas3, Bj, Ag04450, A549, Nhek, Sknshra	SEC31A	2
chr4	83795763	83803093	-	hsa_circ_30585	7330	H9 hESCs,Hs68	SEC31A	2
chr4	83799882	83803090	-	hsa_circ_0001421	3208	cd_19, Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Ag04450, Sknshra	SEC31A	3
chr4	83799882	83803093	-	hsa_circ_0006618	3211	Hs68_RNase, Hs68_control, K562, H1hesc, Bj, Ag04450, Sknshra	SEC31A	2
chr4	83867410	83900159	-	hsa_circ_0007676	32749	Hs68_RNase, Hs68_control, K562, Huvec, H1hesc, Gm12878, Bj, A549, Sknshra	LIN54	2
chr4	83891479	83900159	-	hsa_circ_26104	8680	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	LIN54	3
chr4	84391355	84393441	-	hsa_circ_07621	2086	H9 hESCs,Hs68	FAM175A	2
chr4	85599320	85600395	-	hsa_circ_0006058	1075	Hs68_RNase, Hs68_control, H1hesc, Ag04450, A549	WDFY3	2
chr4	85617122	85630500	-	hsa_circ_13138	13378	glioblastoma,Hs68	WDFY3	2
chr4	85623505	85630500	-	hsa_circ_0004557	6995	Hs68_RNase, Hs68_control, H1hesc	WDFY3	2
chr4	85660162	85661569	-	hsa_circ_29335	1407	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	WDFY3	2
chr4	85781564	85781775	-	hsa_circ_01480	211	H9 hESCs,normal brain tissue	WDFY3	2
chr4	85781564	85853516	-	hsa_circ_28735	71952	normal brain tissue,Hs68	WDFY3	2
chr4	85818063	85853516	-	hsa_circ_00383	35453	normal brain tissue,glioblastoma,oligodendroma,Hs68	WDFY3	2
chr4	87593517	87614827	+	hsa_circ_24680	21310	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	PTPN13	2
chr4	87607862	87614827	+	hsa_circ_0008954	6965	Hs68_RNase, Hs68_control, Ag04450	PTPN13	2
chr4	87614739	87622954	+	hsa_circ_32214	8215	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PTPN13	3
chr4	87614739	87638270	+	hsa_circ_0004446	23531	Hs68_RNase, Hs68_control, Bj, Ag04450	PTPN13	2
chr4	87622393	87622954	+	hsa_circ_06718	561	H9 hESCs,glioblastoma,Hs68	PTPN13	3
chr4	87685745	87689129	+	hsa_circ_00654	3384	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PTPN13	3
chr4	87693930	87696805	+	hsa_circ_08812	2875	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PTPN13	3
chr4	87967317	87968746	+	hsa_circ_27820	1429	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,Hs68,leukemia	AFF1	5
chr4	88091230	88106951	-	hsa_circ_11581	15721	normal brain tissue,leukemia,leukocyte	KLHL8	2
chr4	88099628	88116842	-	hsa_circ_0005384	17214	Hs68_RNase, Hs68_control, K562, H1hesc, Gm12878, Ag04450, A549	KLHL8	2
chr4	88104354	88116842	-	hsa_circ_0006866	12488	Hs68_RNase, Hs68_control, K562, H1hesc, Gm12878, Ag04450, Nhek	KLHL8	2
chr4	88116475	88116842	-	hsa_circ_14460	367	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	KLHL8	3
chr4	88959402	88973310	+	hsa_circ_31421	13908	H9 hESCs,normal brain tissue,glioblastoma,Hs68,leukemia	PKD2	4
chr4	88959402	88987031	+	hsa_circ_13115	27629	normal brain tissue,oligodendroma,Hs68	PKD2	2
chr4	88964384	88964609	+	hsa_circ_02124	225	H9 hESCs,normal brain tissue,Hs68	PKD2	3
chr4	88973142	88987031	+	hsa_circ_13509	13889	normal brain tissue,Hs68	PKD2	2
chr4	88973142	88989213	+	hsa_circ_24203	16071	normal brain tissue,leukemia	PKD2	2
chr4	88983057	88987031	+	hsa_circ_08727	3974	oligodendroma,Hs68,leukemia	PKD2	3
chr4	88983057	88989213	+	hsa_circ_16099	6156	cd_19,leukemia,leukocyte	PKD2	2
chr4	88986525	88987031	+	hsa_circ_15772	506	H9 hESCs,normal brain tissue,oligodendroma,Hs68	PKD2	3
chr4	88989049	88989213	+	hsa_circ_0005876	164	Hs68_RNase, Hs68_control, Ag04450	PKD2	2
chr4	89311803	89314734	+	hsa_circ_00183	2931	glioblastoma,leukemia	HERC6	2
chr4	89396991	89415482	+	hsa_circ_31030	18491	cd_34,leukocyte	HERC5	2
chr4	89570990	89579642	+	hsa_circ_11593	8652	H9 hESCs,normal brain tissue,glioblastoma,Hs68,leukemia	HERC3	4
chr4	89912123	89950800	-	hsa_circ_01248	38677	H9 hESCs,normal brain tissue	FAM13A	2
chr4	91229394	91234198	+	hsa_circ_02747	4804	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	CCSER1	2
chr4	94006145	94006430	+	hsa_circ_12535	285	H9 hESCs,normal brain tissue	GRID2	2
chr4	94006145	94159641	+	hsa_circ_25597	153496	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	GRID2	2
chr4	94128554	94159641	+	hsa_circ_13559	31087	H9 hESCs,normal brain tissue	GRID2	2
chr4	94137888	94159641	+	hsa_circ_07403	21753	H9 hESCs,normal brain tissue	GRID2	2
chr4	95185857	95206220	+	hsa_circ_18945	20363	H9 hESCs,normal brain tissue	SMARCAD1	2
chr4	95494501	95497185	+	hsa_circ_0006933	2684	Hs68_RNase, Hs68_control, K562, Hepg2, H1hesc, A549	PDLIM5	2
chr4	95494501	95561601	+	hsa_circ_0005233	67100	Hs68_RNase, Hs68_control, K562	PDLIM5	2
chr4	95506715	95506888	+	hsa_circ_0005770	173	Hs68_RNase, Hs68_control, K562, Helas3, Bj, Ag04450, A549, Nhek, Sknshra	PDLIM5	2
chr4	95561426	95578698	+	hsa_circ_10438	17272	H9 hESCs,cd_34,Hs68,leukocyte	PDLIM5	4
chr4	99325627	99342545	+	hsa_circ_02980	16918	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	RAP1GDS1	2
chr4	99950017	99970027	+	hsa_circ_28680	20010	H9 hESCs,normal brain tissue,glioblastoma	METAP1	2
chr4	99962193	99966461	+	hsa_circ_0003640	4268	Hs68_RNase, Hs68_control, K562, H1hesc, Ag04450, A549, Nhek	METAP1	2
chr4	100829867	100844342	-	hsa_circ_0003977	14475	Hs68_RNase, Hs68_control, K562	DNAJB14	2
chr4	101982243	102030235	-	hsa_circ_32636	47992	oligodendroma,Hs68	PPP3CA	2
chr4	103225473	103236987	-	hsa_circ_10382	11514	H9 hESCs,normal brain tissue,glioblastoma,Hs68	SLC39A8	3
chr4	103446668	103459113	+	hsa_circ_0008012	12445	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra	NFKB1	2
chr4	103501691	103504114	+	hsa_circ_07876	2423	normal brain tissue,leukemia	NFKB1	2
chr4	103571693	103611928	-	hsa_circ_05414	40235	normal brain tissue,cd_19	MANBA	2
chr4	103610730	103647840	-	hsa_circ_32858	37110	normal brain tissue,cd_19	MANBA	2
chr4	103635594	103647840	-	hsa_circ_30205	12246	H9 hESCs,normal brain tissue,glioblastoma,cd_19,neutr,Hs68	MANBA	4
chr4	103644027	103647840	-	hsa_circ_31852	3813	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	MANBA	3
chr4	103720563	103731012	-	hsa_circ_0004668	10449	Hs68_RNase, Hs68_control, Helas3	UBE2D3	2
chr4	104577350	104579560	-	hsa_circ_00188	2210	H9 hESCs,normal brain tissue	TACR3	2
chr4	106155053	106158508	+	hsa_circ_19946	3455	H9 hESCs,glioblastoma	TET2	2
chr4	106180775	106194075	+	hsa_circ_19967	13300	normal brain tissue,leukocyte	TET2	2
chr4	106317405	106359193	-	hsa_circ_11458	41788	H9 hESCs,oligodendroma	PPA2	2
chr4	106345352	106377902	-	hsa_circ_19927	32550	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19,neutr,Hs68	PPA2	4
chr4	106367539	106377902	-	hsa_circ_16242	10363	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PPA2	3
chr4	106613132	106616825	-	hsa_circ_0007668	3693	Hs68_RNase, Hs68_control, K562, Helas3, Gm12878, Ag04450, A549	INTS12	2
chr4	106638749	106650656	+	hsa_circ_0007860	11907	Hs68_RNase, Hs68_control, K562, H1hesc	GSTCD	2
chr4	106640216	106650656	+	hsa_circ_0004231	10440	Hs68_RNase, Hs68_control, K562, Hepg2, H1hesc, A549, Sknshra	GSTCD	2
chr4	107092251	107133992	-	hsa_circ_0007540	41741	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	TBCK	2
chr4	107114765	107133992	-	hsa_circ_01629	19227	H9 hESCs,normal brain tissue	TBCK	2
chr4	107216250	107230146	-	hsa_circ_29370	13896	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	TBCK	3
chr4	108603170	108615162	-	hsa_circ_14530	11992	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PAPSS1	3
chr4	108603170	108622441	-	hsa_circ_12839	19271	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PAPSS1	3
chr4	108866125	108868693	+	hsa_circ_27195	2568	normal brain tissue,glioblastoma,oligodendroma,leukemia	CYP2U1	2
chr4	108930914	108948916	+	hsa_circ_32142	18002	Hs68,leukemia	HADH	2
chr4	109576719	109578803	+	hsa_circ_11197	2084	H9 hESCs,Hs68	OSTC	2
chr4	109780811	109790306	-	hsa_circ_23870	9495	H9 hESCs,normal brain tissue	COL25A1	2
chr4	110384056	110384800	+	hsa_circ_27094	744	H9 hESCs,normal brain tissue,oligodendroma,Hs68	SEC24B	3
chr4	110412482	110416012	+	hsa_circ_08663	3530	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,cd_19,Hs68	SEC24B	4
chr4	110451444	110452678	+	hsa_circ_07414	1234	H9 hESCs,normal brain tissue,Hs68	SEC24B	3
chr4	113483526	113506881	-	hsa_circ_30538	23355	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	C4orf21	2
chr4	113483526	113511030	-	hsa_circ_01573	27504	H9 hESCs,normal brain tissue,oligodendroma	C4orf21	2
chr4	114095571	114120265	+	hsa_circ_11342	24694	H9 hESCs,normal brain tissue	ANK2	2
chr4	114232410	114239776	+	hsa_circ_02097	7366	H9 hESCs,oligodendroma	ANK2	2
chr4	114452371	114469885	-	hsa_circ_0008026	17514	Hs68_RNase, Hs68_control, Gm12878, Bj, Ag04450	CAMK2D	2
chr4	119026172	119064839	+	hsa_circ_07125	38667	normal brain tissue,glioblastoma,oligodendroma,leukemia	NDST3	2
chr4	119252870	119259469	-	hsa_circ_00218	6599	H9 hESCs,Hs68	PRSS12	2
chr4	119529812	119549381	+	hsa_circ_0005433	19569	Hs68_RNase, Hs68_control, K562, H1hesc, Bj, Ag04450, Nhek, Sknshra	TCONS_l2_00020705	2
chr4	120166491	120170037	+	hsa_circ_0006558	3546	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Bj, A549, Sknshra	USP53	2
chr4	120460114	120488299	-	hsa_circ_0008144	28185	Hs68_RNase, Hs68_control, H1hesc, Bj, Ag04450, Sknshra	PDE5A	2
chr4	120517677	120528452	-	hsa_circ_0002474	10775	Hs68_RNase, Hs68_control, Bj, Ag04450	PDE5A	2
chr4	121675707	121732604	-	hsa_circ_09518	56897	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PRDM5	3
chr4	121698342	121706246	-	hsa_circ_0005495	7904	Hs68_RNase, Hs68_control, H1hesc, Bj, Ag04450, Nhek, Sknshra	PRDM5	2
chr4	121732524	121742500	-	hsa_circ_0002314	9976	Hs68_RNase, Hs68_control, Bj	PRDM5	2
chr4	122725776	122731254	+	hsa_circ_0008244	5478	Hs68_RNase, Hs68_control, K562, Huvec, Helas3, Gm12878, Bj, Sknshra	EXOSC9	2
chr4	123113383	123120605	+	hsa_circ_22794	7222	H9 hESCs,normal brain tissue	KIAA1109	2
chr4	123856868	123900541	+	hsa_circ_0006362	43673	Hs68_RNase, Hs68_control, K562, H1hesc, A549	SPATA5	2
chr4	123977541	123978443	+	hsa_circ_03805	902	H9 hESCs,normal brain tissue,Hs68	SPATA5	3
chr4	128590190	128609022	+	hsa_circ_07919	18832	H9 hESCs,glioblastoma,oligodendroma,Hs68	INTU	3
chr4	128715231	128719864	+	hsa_circ_04836	4633	H9 hESCs,normal brain tissue	HSPA4L	2
chr4	128842678	128861152	-	hsa_circ_0009133	18474	Hs68_RNase, Hs68_control, K562, H1hesc, Gm12878, Ag04450	MFSD8	2
chr4	128851837	128854248	-	hsa_circ_0006901	2411	Hs68_RNase, Hs68_control, K562, Helas3, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	MFSD8	2
chr4	128904093	128910976	+	hsa_circ_27029	6883	H9 hESCs,normal brain tissue,oligodendroma	C4orf29	2
chr4	128995614	128999117	+	hsa_circ_0001438	3503	cd_19, Hs68_RNase, Hs68_control, K562, Bj	LARP1B	3
chr4	128995614	129003460	+	hsa_circ_0007619	7846	Hs68_RNase, Hs68_control, K562, Gm12878, Ag04450	LARP1B	2
chr4	129042980	129083472	+	hsa_circ_06457	40492	normal brain tissue,glioblastoma,oligodendroma,leukemia	LARP1B	2
chr4	129100560	129121820	+	hsa_circ_23156	21260	H9 hESCs,leukemia	LARP1B	2
chr4	129752887	129773423	+	hsa_circ_01266	20536	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	PHF17	3
chr4	129752887	129778609	+	hsa_circ_24639	25722	H9 hESCs,oligodendroma	PHF17	2
chr4	129913321	129925031	-	hsa_circ_23944	11710	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19,neutr,Hs68	SCLT1	4
chr4	129919028	129925031	-	hsa_circ_0008426	6003	Hs68_RNase, Hs68_control, H1hesc, Gm12878, Ag04450	SCLT1	2
chr4	139981477	139994721	-	hsa_circ_01128	13244	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68,leukocyte	ELF2	4
chr4	139993019	139994721	-	hsa_circ_28799	1702	H9 hESCs,normal brain tissue,Hs68	ELF2	3
chr4	140046317	140060651	-	hsa_circ_0001441	14334	HEK293, cd_19, neutr, Hs68_RNase, Hs68_control	ELF2	2
chr4	140258001	140262223	+	hsa_circ_08497	4222	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	NAA15	3
chr4	141456886	141464740	+	hsa_circ_20250	7854	normal brain tissue,oligodendroma,Hs68	ELMOD2	2
chr4	143029245	143045913	-	hsa_circ_0006552	16668	Hs68_RNase, Hs68_control, Hmec, Nhek	INPP4B	2
chr4	144336629	144361535	+	hsa_circ_23116	24906	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	GAB1	2
chr4	144449020	144451679	+	hsa_circ_30746	2659	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	SMARCA5	2
chr4	144459742	144460091	+	hsa_circ_14390	349	H9 hESCs,normal brain tissue	SMARCA5	2
chr4	144464661	144465125	+	hsa_circ_06025	464	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,HEK293,cd_19,cd_34,neutr,leukemia,leukocyte	SMARCA5	4
chr4	146083791	146092872	-	hsa_circ_15432	9081	H9 hESCs,Hs68	OTUD4	2
chr4	146435589	146436165	+	hsa_circ_26682	576	H9 hESCs,oligodendroma,Hs68	SMAD1	3
chr4	146744573	146770713	-	hsa_circ_20709	26140	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_19,Hs68	ZNF827	4
chr4	146744573	146813567	-	hsa_circ_07395	68994	H9 hESCs,normal brain tissue	ZNF827	2
chr4	146767107	146770713	-	hsa_circ_0003187	3606	Hs68_RNase, Hs68_control, Ag04450, Sknshra	ZNF827	2
chr4	146791396	146813567	-	hsa_circ_26560	22171	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	ZNF827	3
chr4	146791396	146824367	-	hsa_circ_07054	32971	H9 hESCs,normal brain tissue,oligodendroma	ZNF827	2
chr4	146806829	146813567	-	hsa_circ_0007902	6738	Hs68_RNase, Hs68_control, Hepg2, H1hesc, Ag04450, A549, Nhek	ZNF827	2
chr4	146806829	146824367	-	hsa_circ_19428	17538	H9 hESCs,normal brain tissue,Hs68	ZNF827	3
chr4	146823317	146824367	-	hsa_circ_09528	1050	H9 hESCs,oligodendroma,Hs68	ZNF827	3
chr4	148575002	148575717	-	hsa_circ_0009048	715	Hs68_RNase, Hs68_control, H1hesc	PRMT10	2
chr4	148785996	148803083	+	hsa_circ_26308	17087	H9 hESCs,normal brain tissue,oligodendroma,Hs68	ARHGAP10	3
chr4	148827788	148834290	+	hsa_circ_30269	6502	H9 hESCs,normal brain tissue,Hs68	ARHGAP10	3
chr4	148827788	148876525	+	hsa_circ_0002177	48737	Hs68_RNase, Hs68_control, Gm12878	ARHGAP10	2
chr4	148860975	148876525	+	hsa_circ_24658	15550	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,cd_34	ARHGAP10	3
chr4	148860975	148887990	+	hsa_circ_20492	27015	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68,leukemia	ARHGAP10	4
chr4	148867767	148887990	+	hsa_circ_0006473	20223	Hs68_RNase, Hs68_control, Gm12878, Ag04450, Sknshra	ARHGAP10	2
chr4	148867767	148944564	+	hsa_circ_08593	76797	H9 hESCs,normal brain tissue	ARHGAP10	2
chr4	149035254	149041439	-	hsa_circ_30469	6185	H9 hESCs,oligodendroma	NR3C2	2
chr4	151023629	151023964	+	hsa_circ_0005480	335	Hs68_RNase, Hs68_control, Hsmm, Hepg2, Bj, Ag04450, A549, Sknshra	DCLK2	2
chr4	151119153	151125041	+	hsa_circ_15024	5888	normal brain tissue,oligodendroma,Hs68	DCLK2	2
chr4	151388824	151412187	-	hsa_circ_0006867	23363	Hs68_RNase, Hs68_control, K562, Hepg2, H1hesc, Gm12878, Ag04450, A549, Sknshra	LRBA	2
chr4	151509199	151520283	-	hsa_circ_0004780	11084	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549, Nhek, Nhlf, Mcf7	LRBA	2
chr4	151509199	151604869	-	hsa_circ_0004696	95670	Hs68_RNase, Hs68_control, Gm12878	LRBA	2
chr4	151656409	151729550	-	hsa_circ_21062	73141	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	LRBA	2
chr4	151682934	151729550	-	hsa_circ_24386	46616	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma	LRBA	2
chr4	151682934	151753128	-	hsa_circ_0002756	70194	Hs68_RNase, Hs68_control, K562, Gm12878, Bj	LRBA	2
chr4	151719232	151729550	-	hsa_circ_07554	10318	H9 hESCs,normal brain tissue,Hs68	LRBA	3
chr4	151719232	151738409	-	hsa_circ_09338	19177	H9 hESCs,normal brain tissue,glioblastoma,oligodendroma,Hs68	LRBA	3
chr4	151719232	151753128	-	hsa_circ_23330	33896	normal brain tissue,leukemia	LRBA	2
chr4	151719232	151770150	-	hsa_circ_00070	50918	H9 hESCs,normal brain tissue	LRBA	2
chr4	151727422	151729550	-	hsa_circ_22992	2128	H9 hESCs,glioblastoma	LRBA	2
